No;wage;union;nonwhite;married;education;experience;weights;age;education_in_years;experience_in_years
50241;2.918593043;no;no;yes;HS dropout;0-4;7601.549805;18;9;3
251964;2.32479417;no;no;no;High School;0-4;3644.040039;21;12;3
252569;2.237442551;no;no;no;HS dropout;0-4;11586.40039;18;11;1
68022;2.781048411;no;no;no;HS dropout;0-4;2321.669922;17;10;1
86946;16.36705061;no;no;yes;High School;30-34;6911.680176;51;12;33
185078;2.997247588;no;no;yes;HS dropout;Okt-14;9019.860352;31;11;14
101054;4.410607718;yes;no;no;High School;20-24;7094.560059;38;12;20
260072;3.704081677;yes;no;yes;High School;05-Sep;10631.42969;24;12;6
176737;13.71628643;yes;no;yes;Post-graduate;15-19;1321.140015;43;18;19
160050;6.485879028;yes;no;yes;High School;Okt-14;4009.98999;28;12;10
33859;3.707865136;no;no;yes;Some College;05-Sep;1577.170044;27;14;7
63885;4.585263313;no;no;yes;Elementary;15-19;1805.829956;24;3;15
41845;2.945233309;no;no;no;HS dropout;15-19;5328.759766;32;10;16
189510;8.601895155;no;no;yes;College;Okt-14;8266.580078;36;16;14
220910;6.011039517;no;no;no;Some College;0-4;8944.679688;22;15;1
10250;5.522312698;no;no;no;High School;0-4;9658.400391;21;12;3
186121;13.53215148;no;no;yes;Post-graduate;Okt-14;8050.419922;33;17;10
27995;4.505705624;no;no;yes;High School;Okt-14;7286.399902;29;12;11
59427;3.711656442;no;no;yes;High School;Okt-14;7743.540039;28;12;10
233810;3.823554789;no;no;yes;High School;30-34;6528.169922;48;12;30
165814;10.46109528;no;no;no;College;0-4;7759.169922;26;16;4
199562;7.638609032;yes;no;yes;High School;20-24;6554.430176;38;12;20
142773;4.985106314;yes;yes;no;Elementary;>=40;7761.120117;62;7;49
38931;5.561797804;no;no;yes;High School;0-4;7005.540039;21;12;3
173440;11.28947417;yes;yes;yes;Some College;20-24;1743.380005;41;13;22
108271;5.798347763;no;no;yes;High School;>=40;10495.36035;62;12;44
239571;4.048327153;no;no;no;Some College;15-19;4488.02002;39;14;19
259887;15.96527833;no;no;yes;Some College;30-34;5763.350098;51;13;32
43820;5.407149649;no;no;yes;High School;15-19;7559.870117;37;12;19
102763;4.599415419;no;no;yes;High School;05-Sep;7857.990234;25;12;7
169070;5.230547628;no;yes;no;HS dropout;05-Sep;10486.4502;25;11;8
229243;2.225160142;no;no;yes;HS dropout;15-19;6879.490234;31;9;16
81298;12.97716062;no;no;yes;High School;Okt-14;813.2000122;32;12;14
175542;2.899905967;no;no;no;Post-graduate;15-19;2170.199951;42;18;18
29907;2.866732349;no;no;yes;Elementary;>=40;3833.469971;55;6;43
177920;3.820159196;no;no;no;College;0-4;5980.359863;24;16;2
84561;2.340425468;no;no;yes;High School;Okt-14;1500.900024;31;12;13
191992;13.69811281;yes;no;yes;HS dropout;35-39;6674.120117;55;10;39
163872;8.089713675;yes;no;no;Post-graduate;20-24;8701.610352;44;18;20
40633;4.312871312;yes;no;no;Some College;15-19;1596.859985;39;15;18
230162;5.139635093;no;no;no;College;0-4;11937.4502;23;16;1
258802;5.846163851;no;no;yes;Some College;0-4;10325.09961;24;14;4
95112;17.22267674;no;no;yes;College;30-34;6608.25;52;16;30
141108;4.212765884;no;yes;yes;College;05-Sep;8933.450195;28;16;6
24950;11.12359563;yes;no;yes;High School;30-34;8246.570313;50;12;32
158130;2.984042381;no;no;no;Some College;0-4;8061.089844;21;13;2
212469;3.529166724;no;no;no;HS dropout;05-Sep;6714.830078;24;9;9
73418;2.508390957;no;no;no;Elementary;15-19;8427.519531;25;4;15
245372;1.705827018;no;yes;no;High School;05-Sep;12534.41992;27;12;9
163934;10.634765;no;no;yes;Some College;05-Sep;7271.390137;27;13;8
111721;4.631578923;no;no;yes;High School;05-Sep;9653.790039;27;12;9
84810;3.102563953;no;no;yes;High School;05-Sep;2112.639893;24;12;6
82887;2.808510539;no;no;no;High School;05-Sep;2524.100098;26;12;8
28511;7.630630942;no;no;yes;College;Okt-14;7150.689941;35;16;13
24447;3.100099483;yes;no;no;High School;0-4;7441.379883;18;12;0
136448;8.153319541;yes;no;no;College;05-Sep;7186.040039;27;16;5
241831;5.362880809;no;no;yes;High School;05-Sep;5730.290039;27;12;9
248548;5.9442505;no;no;no;High School;0-4;1675.800049;20;12;2
58595;3.659274173;no;no;no;HS dropout;Okt-14;9318.459961;30;11;13
189383;6.251666524;no;yes;yes;Some College;Okt-14;5498.209961;29;13;10
93945;6.125843437;yes;no;yes;College;25-29;9840.75;48;16;26
12647;11.12359563;yes;no;yes;Some College;25-29;6430.040039;45;14;25
247009;9.219469792;yes;yes;yes;HS dropout;15-19;1354.619995;32;11;15
98637;4.452895118;no;no;no;High School;Okt-14;4699.290039;32;12;14
131995;7.120248313;no;no;yes;College;20-24;11299.65039;44;16;22
48531;2.548824845;no;no;no;High School;>=40;9561.200195;61;12;43
2324;4.542042101;no;no;no;High School;15-19;777.0599976;36;12;18
222840;2.361524133;no;yes;no;HS dropout;0-4;1243.109985;17;10;1
160078;2.440922121;no;no;no;HS dropout;0-4;1195.199951;17;10;1
132740;2.016666694;no;no;no;HS dropout;0-4;8149.490234;16;9;1
204757;8.418367421;yes;no;yes;High School;15-19;7157.089844;36;12;18
95162;8.066667286;yes;no;yes;High School;20-24;7659.580078;38;12;20
214391;3.75281934;yes;no;no;Some College;0-4;6550.109863;19;13;0
10471;7.79447802;yes;yes;no;College;0-4;9296.259766;26;16;4
143943;5.707324555;no;no;no;High School;05-Sep;2111.340088;23;12;5
201909;5.343146056;yes;no;yes;HS dropout;Okt-14;9221.610352;29;11;12
56192;3.451952046;no;yes;yes;Some College;15-19;8181.600098;39;14;19
105141;11.60014247;no;no;yes;High School;30-34;5983.77002;49;12;31
210189;8.880733401;no;no;yes;College;05-Sep;8534.410156;31;16;9
225037;6.072490839;no;no;yes;High School;20-24;4903.569824;41;12;23
2172;3.340490823;no;no;no;College;Okt-14;1404.719971;34;16;12
239961;5.313814933;no;no;no;High School;0-4;7647.350098;22;12;4
221665;14.11508685;no;no;yes;College;30-34;5790.609863;53;16;31
160624;3.102563953;no;no;no;Some College;20-24;2658.189941;41;14;21
187382;4.50827971;no;no;yes;Post-graduate;Okt-14;7015.899902;34;17;11
164074;8.751204609;no;yes;no;Post-graduate;05-Sep;8948.30957;29;18;5
122284;12.9273503;no;no;yes;Post-graduate;15-19;1045.089966;38;17;15
260093;5.811985588;no;no;yes;High School;35-39;9484.299805;55;12;37
147671;4.463338084;no;yes;no;High School;0-4;8591.540039;20;12;2
21985;3.101005039;no;no;no;HS dropout;05-Sep;10587.48047;22;11;5
198097;6.73469376;no;no;yes;College;20-24;7135.870117;46;16;24
116716;2.450337452;no;no;no;High School;0-4;4788.919922;19;12;1
49983;2.945233309;no;no;no;Some College;0-4;7688.509766;23;14;3
92012;7.468420541;yes;no;no;Some College;05-Sep;7087.02002;26;14;6
97795;5.307017233;yes;no;yes;High School;20-24;7465.75;40;12;22
257979;9.168380919;yes;no;yes;Some College;20-24;6450.490234;42;13;23
24006;6.994928755;yes;no;yes;High School;20-24;7292.330078;40;12;22
44142;7.963145577;no;yes;yes;Some College;Okt-14;10976.44043;30;14;10
43606;3.293346781;no;no;no;High School;05-Sep;6147.700195;27;12;9
62987;5.488911358;no;no;no;High School;0-4;1818.219971;22;12;4
224884;5.865650695;yes;no;yes;Some College;05-Sep;4222.189941;29;15;8
207067;10.4062244;yes;no;yes;High School;15-19;5882.839844;34;12;16
61178;2.508390957;no;no;no;Elementary;05-Sep;8167.660156;19;8;5
212900;6.129905745;yes;no;yes;Some College;25-29;5674.350098;44;13;25
72035;4.119850119;no;no;no;High School;15-19;5121.129883;33;12;15
237259;2.275116906;no;no;no;HS dropout;0-4;5674.350098;17;10;1
157923;6.125843437;no;no;yes;College;Okt-14;6145.959961;36;16;14
2850;6.362839343;no;no;yes;High School;35-39;5441.540039;54;12;36
178263;5.505213266;no;yes;no;High School;Okt-14;5453.810059;29;12;11
195379;11.10392936;yes;no;yes;Some College;20-24;7445.52002;41;14;21
102580;3.895441465;no;no;yes;HS dropout;05-Sep;7307.560059;21;9;6
22610;5.890466629;yes;no;yes;High School;25-29;7682.529785;47;12;29
202671;2.064455004;no;no;no;High School;0-4;7270.759766;18;12;0
85090;11.85234049;no;no;yes;Some College;25-29;1275.540039;47;13;28
138406;3.802856924;no;no;no;College;05-Sep;7166.75;28;16;6
92617;8.940172258;yes;no;yes;High School;15-19;6202.410156;35;12;17
156117;8.850285551;no;no;no;College;Okt-14;7927.859863;36;16;14
231519;4.714285794;no;yes;no;HS dropout;25-29;6661.490234;42;10;26
19136;9.901327306;yes;no;yes;College;0-4;8752.269531;26;16;4
162048;5.502315929;no;no;no;Some College;05-Sep;6854.080078;29;14;9
186240;5.497437339;no;no;no;HS dropout;0-4;8628.660156;19;11;2
47488;9.640450558;yes;no;yes;High School;30-34;6304.799805;51;12;33
169425;13.78917307;yes;no;yes;HS dropout;35-39;7451.640137;53;10;37
191734;2.838546612;no;no;no;Some College;0-4;4954.959961;21;13;2
65644;1.441906636;no;no;no;Some College;05-Sep;5878.540039;26;14;6
48718;2.89820357;no;no;no;High School;05-Sep;9627.410156;25;12;7
130688;3.007309924;no;no;no;HS dropout;05-Sep;10163.83984;23;10;7
99768;6.239601296;yes;no;yes;Some College;05-Sep;8314.230469;29;14;9
83243;4.91489375;no;no;yes;HS dropout;30-34;1990.219971;49;9;34
243973;2.693877589;no;no;yes;High School;30-34;8706.580078;51;12;33
160538;6.894586523;no;yes;yes;College;25-29;4017.449951;49;16;27
249589;10.0183993;yes;no;yes;Some College;25-29;1237;45;14;25
81685;7.423312012;yes;yes;yes;High School;20-24;2845.01001;40;12;22
124746;5.170939975;no;no;yes;High School;>=40;5374.470215;60;12;42
62277;3.514071649;no;no;yes;High School;0-4;1751.819946;21;12;3
97648;6.894586523;no;no;yes;High School;Okt-14;5066.290039;29;12;11
61234;2.623663426;no;no;no;Elementary;30-34;7950.259766;39;2;31
225450;4.469067378;no;no;yes;High School;Okt-14;4454.22998;30;12;12
171315;6.894586523;no;no;yes;High School;05-Sep;8978.709961;26;12;8
224986;8.418367421;yes;no;yes;Some College;Okt-14;4117.950195;31;13;12
266405;10.53816424;no;yes;yes;College;20-24;3168.899902;46;16;24
89696;7.076023708;yes;no;yes;High School;05-Sep;9698.219727;24;12;6
159499;7.076023708;no;no;yes;Post-graduate;Okt-14;1882.660034;38;18;14
163250;7.393793035;yes;no;yes;High School;20-24;2251.48999;42;12;24
233798;18.87382589;no;no;yes;College;30-34;6405.009766;56;16;34
3887;7.267267184;no;no;no;College;0-4;7333.549805;23;16;1
140337;4.395319199;yes;no;yes;Elementary;20-24;8588.19043;34;6;22
185255;2.275116906;no;no;no;High School;0-4;7669.029785;19;12;1
226018;5.051020401;yes;no;yes;High School;35-39;3186.800049;57;12;39
177436;9.17157728;yes;no;yes;High School;35-39;4183.529785;53;12;35
205135;3.339466366;yes;no;yes;High School;05-Sep;8010.189941;25;12;7
140383;7.239316227;no;no;yes;High School;20-24;4979.720215;40;12;22
108627;7.411680794;yes;no;no;Some College;05-Sep;8641.629883;25;13;6
190084;3.36111099;no;no;no;HS dropout;0-4;5488.430176;16;10;0
139917;2.375097701;no;no;no;HS dropout;0-4;10426.15039;18;11;1
200455;9.276667216;no;no;yes;High School;35-39;9108.790039;55;12;37
188551;5.343146056;no;yes;no;High School;05-Sep;9098.05957;27;12;9
243588;22.93838676;no;no;yes;Post-graduate;25-29;5203.25;50;18;26
55346;4.013065187;no;no;no;HS dropout;20-24;4818.390137;39;9;24
246781;6.011039517;no;no;no;High School;Okt-14;2018.339966;31;12;13
192412;3.339466366;no;no;no;High School;0-4;5276.040039;21;12;3
22107;9.14818569;no;no;yes;College;25-29;5744.580078;47;16;25
14948;2.447191041;no;no;no;HS dropout;05-Sep;8463.669922;23;9;8
22721;4.542042101;yes;no;no;Some College;0-4;8025.97998;21;14;1
128689;7.411680794;no;yes;no;Some College;Okt-14;2097.419922;29;13;10
44219;5.344785187;no;no;yes;Some College;Okt-14;7119.830078;32;14;12
148515;2.336311182;no;no;no;HS dropout;0-4;9077.490234;16;10;0
230756;5.80664138;no;no;yes;High School;05-Sep;1856.72998;25;12;7
58557;6.488764394;no;no;yes;Some College;05-Sep;5942.040039;27;15;6
137135;5.515669731;no;no;yes;Some College;30-34;13433.45996;53;15;32
29493;2.616216289;no;no;no;High School;20-24;8108.990234;41;12;23
142276;9.360289158;yes;no;no;High School;35-39;8427.129883;53;12;35
169253;3.312953918;no;no;yes;HS dropout;05-Sep;7538.330078;23;9;8
147447;3.457142962;no;no;yes;HS dropout;30-34;8436.719727;46;9;31
145390;9.101253674;yes;no;yes;High School;Okt-14;8475.400391;31;12;13
218227;5.728073204;yes;no;yes;HS dropout;25-29;5831.720215;42;9;27
62624;6.339820116;no;no;yes;High School;20-24;1559.930054;40;12;22
260630;4.228797937;yes;yes;yes;Some College;15-19;7912.47998;39;14;19
179349;4.70872653;no;no;yes;High School;15-19;4181.919922;35;12;17
83655;6.015129667;no;no;yes;Elementary;25-29;2701.610107;40;8;26
78849;8.536810699;no;no;yes;Some College;Okt-14;7822.189941;33;14;13
113173;6.914285937;no;no;no;Some College;20-24;4982.450195;40;14;20
218253;3.681611514;no;no;yes;High School;05-Sep;5709.700195;26;12;8
138831;5.170939975;no;no;yes;Post-graduate;15-19;7418.25;38;17;15
63954;11.13496822;yes;no;yes;Some College;Okt-14;832.8300171;29;13;10
57944;6.484730189;no;no;no;High School;30-34;6293.22998;51;12;33
98004;2.422374843;yes;no;no;Some College;0-4;7161.22998;21;14;1
16199;3.681541733;no;no;yes;College;35-39;8258.820313;61;16;39
72230;4.709580943;no;no;no;Post-graduate;05-Sep;5586.919922;33;18;9
6316;9.056885569;yes;no;yes;High School;20-24;6339.399902;38;12;20
234993;3.709325831;no;no;yes;Some College;Okt-14;10115.90039;31;14;11
50497;12.0456573;no;no;yes;Elementary;>=40;4783.540039;55;7;42
116162;10.34386011;no;no;yes;College;05-Sep;10774.54004;31;16;9
238004;4.209183702;no;no;no;HS dropout;>=40;4473.350098;59;9;44
111070;5.317383122;no;no;yes;High School;35-39;9479.5;57;12;39
18384;8.95544899;yes;no;yes;HS dropout;>=40;13616.48047;58;10;42
150721;3.588329289;no;no;yes;High School;20-24;7683.299805;38;12;20
30413;4.938530577;no;no;yes;High School;15-19;9926.790039;33;12;15
200542;4.692520992;no;no;yes;High School;20-24;8358.129883;42;12;24
30981;3.633633585;no;no;no;HS dropout;05-Sep;7108.069824;23;10;7
120051;6.432649701;yes;no;no;College;Okt-14;9172.570313;36;16;14
236161;10.40554462;no;no;yes;High School;30-34;7562.97998;48;12;30
34436;3.695209438;no;yes;yes;HS dropout;25-29;1049.449951;45;10;29
24404;18.27924038;no;no;yes;College;Okt-14;8802.339844;32;16;10
202358;6.871191506;no;no;no;Some College;05-Sep;6799.759766;26;15;5
112434;8.776595911;yes;no;yes;HS dropout;>=40;7933.569824;57;10;41
54746;10.63384971;no;no;yes;Post-graduate;15-19;7392.129883;42;17;19
212968;2.499905599;no;no;no;Some College;0-4;5814.689941;19;13;0
128054;1.930484353;no;no;yes;High School;Okt-14;5179.080078;32;12;14
80334;3.993399365;yes;no;yes;Post-graduate;Okt-14;740.1300049;38;18;14
47432;2.966292031;no;no;yes;Elementary;>=40;7606.040039;55;6;43
233011;6.722221993;yes;no;yes;Some College;05-Sep;6779.339844;25;14;5
193773;8.134939305;yes;no;yes;High School;Okt-14;6587.140137;31;12;13
98913;1.852404275;no;no;no;HS dropout;05-Sep;8639.530273;23;10;7
91710;5.307017233;yes;no;yes;Elementary;35-39;7133.109863;51;8;37
98259;10.56256112;no;no;yes;High School;15-19;6881.77002;36;12;18
41386;7.68023965;no;no;yes;Post-graduate;15-19;11138.9502;40;18;16
64895;9.056885569;no;no;yes;Post-graduate;0-4;8811.030273;26;17;3
196418;7.696944713;no;no;yes;Some College;Okt-14;7993.290039;33;15;12
194471;4.074836304;yes;no;yes;Elementary;20-24;8756.80957;35;6;23
196990;7.060183143;no;no;no;High School;15-19;5962.180176;36;12;18
126192;2.550997188;no;no;no;HS dropout;0-4;1296.959961;18;11;1
234422;5.480522077;yes;no;yes;Some College;05-Sep;9476.30957;28;13;9
127053;5.320732972;no;no;yes;Some College;05-Sep;8159.75;26;15;5
84243;2.316285735;no;no;no;HS dropout;0-4;3489.919922;17;11;0
31364;4.464314542;no;no;yes;High School;0-4;5384.27002;21;12;3
255570;6.11111144;no;yes;yes;College;05-Sep;13985.73047;28;16;6
200082;3.866329207;no;no;yes;Post-graduate;Okt-14;5903.569824;38;18;14
78081;11.98159229;no;no;yes;Some College;>=40;6790.02002;59;13;40
165424;11.28947417;no;no;yes;Some College;30-34;5492.700195;50;13;31
33777;12.07584723;no;no;yes;Post-graduate;20-24;7234.149902;45;18;21
119693;8.684209829;no;no;yes;HS dropout;15-19;5532.279785;34;11;17
99707;11.05628631;no;no;yes;High School;30-34;6674.5;49;12;31
152390;3.102563953;yes;no;no;High School;05-Sep;1643.27002;24;12;6
87765;5.210526465;no;no;yes;High School;25-29;6840.72998;45;12;27
214076;5.397769451;no;no;no;Some College;Okt-14;6854.399902;33;13;14
7758;9.650306803;yes;no;yes;High School;25-29;9535.209961;44;12;26
176442;2.597676627;no;no;no;HS dropout;0-4;1317.51001;17;11;0
231289;2.253568771;no;yes;yes;HS dropout;05-Sep;8088.029785;24;10;8
130009;16.54700755;no;no;yes;Post-graduate;35-39;10266.04004;60;17;37
215830;5.093545513;yes;no;yes;College;05-Sep;1453.050049;30;16;8
31181;5.506587016;no;no;yes;High School;05-Sep;4762.339844;25;12;7
266459;10.41056712;yes;no;no;College;0-4;1586.170044;24;16;2
105968;3.48703169;no;no;no;Some College;0-4;9439.360352;21;15;0
34052;7.267267184;no;no;yes;College;20-24;1131.530029;42;16;20
132922;14.48675035;no;no;yes;Some College;Okt-14;7659.450195;35;15;14
203653;5.97039459;no;no;no;College;05-Sep;7330.029785;31;16;9
248127;8.322274418;no;no;yes;High School;30-34;1683.699951;50;12;32
228944;3.795306867;no;yes;yes;Some College;Okt-14;9733.330078;30;13;11
67002;3.337078648;no;yes;yes;HS dropout;30-34;4578.490234;49;9;34
87970;11.81412652;no;no;yes;High School;>=40;7502.27002;64;12;46
69580;7.267267184;no;no;yes;High School;15-19;1715.900024;35;12;17
129004;4.726562615;no;no;no;HS dropout;25-29;6801.399902;41;9;26
204143;6.209210234;no;no;yes;Some College;05-Sep;7989.310059;24;13;5
50854;3.803892031;yes;no;no;Elementary;Okt-14;4751.950195;27;8;13
77214;8.101684557;no;yes;no;Post-graduate;05-Sep;8608.700195;29;18;5
174023;8.273503758;no;yes;no;High School;0-4;2181.060059;21;12;3
75653;4.879032153;no;no;yes;College;0-4;7607.069824;26;16;4
33329;8.062685232;no;no;no;High School;>=40;6501.680176;60;12;42
196786;6.791393909;yes;no;yes;HS dropout;>=40;7667.930176;56;9;41
189046;11.97899875;yes;no;yes;HS dropout;>=40;4250.410156;60;11;43
97946;4.322807074;no;no;no;College;0-4;5574.97998;23;16;1
53278;6.210436119;no;no;yes;Post-graduate;20-24;4320.529785;44;18;20
145808;5.343474097;no;no;yes;Elementary;25-29;5986.609863;43;8;29
19772;8.16564347;no;no;yes;Some College;15-19;7990.379883;37;13;18
251967;11.10091704;no;no;no;Post-graduate;35-39;3052.75;63;18;39
265712;3.241071278;no;no;no;HS dropout;0-4;1142.130005;18;11;1
244147;5.616226328;no;no;yes;High School;Okt-14;7271.649902;28;12;10
143223;6.558105597;no;no;no;College;0-4;3821.530029;22;16;0
33288;10.03356387;yes;no;yes;HS dropout;25-29;4860.009766;41;10;25
78139;11.13496822;no;no;no;College;35-39;7169.160156;57;16;35
71405;7.296482812;no;no;no;Some College;15-19;7788.609863;34;13;15
197941;10.27358477;yes;no;yes;Post-graduate;Okt-14;8057.02002;38;18;14
258972;2.343030829;yes;no;no;HS dropout;0-4;10284.07031;17;11;0
212948;2.305308062;no;no;no;HS dropout;0-4;4252.660156;18;11;1
186904;3.424528188;no;no;no;High School;0-4;6348.080078;18;12;0
117377;7.968246747;no;no;no;College;0-4;7993.189941;23;16;1
3643;7.879213253;no;no;yes;College;05-Sep;6577.810059;30;16;8
86406;12.60173443;no;no;yes;College;Okt-14;7100.700195;34;16;12
237413;2.862245045;no;yes;yes;HS dropout;20-24;8891.910156;41;11;24
56658;5.016781924;no;no;yes;Some College;05-Sep;8333.860352;29;14;9
261655;4.857405932;no;no;no;High School;20-24;10858.82031;39;12;21
105178;7.671469973;yes;no;yes;High School;30-34;9572.639648;50;12;32
195852;3.552189936;no;no;no;Some College;Okt-14;7553.180176;33;14;13
41061;4.879032153;no;no;yes;Post-graduate;25-29;7942.549805;52;18;28
201704;8.209592499;yes;no;no;High School;15-19;8627.009766;34;12;16
157629;2.352127727;no;no;no;High School;0-4;3285.76001;21;12;3
179993;23.94839183;no;no;no;College;30-34;3931.159912;53;16;31
68982;25.20883549;no;no;yes;College;15-19;2317.330078;37;16;15
